country,iso3,year,convention_status_current,convention_signed_year,convention_ratified_year,convention_entry_into_force_year,convention_denounced_effective_year,treatment_main_ratification,post_entry_into_force,active_party_annual_approx,event_time_main_ratification_years,years_since_entry_into_force,outcome_primary_female_intentional_homicide_rate_per_100k,outcome_secondary_sexual_violence_rate_per_100k,outcome_secondary_rape_rate_per_100k,gdp_per_capita_constant_2015_usd,female_labor_force_participation_pct,turkey_post_denunciation_2021_onward,microstate_country,sample_exclude_turkey,sample_exclude_microstates,sample_primary_female_homicide_2000_2023,sample_secondary_sexual_violence_2005_2023,sample_secondary_rape_2005_2023,sample_core_controls_available,sample_primary_full_controls,sample_secondary_sv_full_controls,sample_secondary_rape_full_controls,population_total,grevio_report_year,grevio_report_available,sample_primary_grevio_available,wbl_dv_legislation,wbl_femicide_law,sample_wbl_dv_legislation,sample_wbl_femicide_law,ratified_by_2023,ratification_after_analysis_window,government_effectiveness_wgi,rule_of_law_wgi,wgi_value_status,grevio_baseline_report_year_verified,grevio_report_available_verified,grevio_score_status,wave_shelter_reference_population_2020,wave_shelter_existing_beds_2020,wave_shelter_beds_needed_ic_standard_2020,wave_shelter_beds_missing_2020,wave_shelter_pct_beds_missing_2020,wave_shelter_beds_per_10k_total_population_2020,wave_shelter_meets_ic_minimum_standard_2020,data_quality_note
Albania,ALB,1990,party,2011,2013.0,2014.0,,0,0,0,-23,-24,,,,1682.88,53.5,0,0,1,1,0,0,0,0,0,0,0,3286000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1991,party,2011,2013.0,2014.0,,0,0,0,-22,-23,,,,1218.96,59.1,0,0,1,1,0,0,0,0,0,0,0,3266000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1992,party,2011,2013.0,2014.0,,0,0,0,-21,-22,0.853,,,1138.24,60.4,0,0,1,1,0,0,0,0,0,0,0,3247000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1993,party,2011,2013.0,2014.0,,0,0,0,-20,-21,0.974,,,1254.68,58.6,0,0,1,1,0,0,0,0,0,0,0,3230000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1994,party,2011,2013.0,2014.0,,0,0,0,-19,-20,0.73,,,1367.22,57.0,0,0,1,1,0,0,0,0,0,0,0,3214000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1995,party,2011,2013.0,2014.0,,0,0,0,-18,-19,1.584,,,1558.97,54.8,0,0,1,1,0,0,0,0,0,0,0,3201000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1996,party,2011,2013.0,2014.0,,0,0,0,-17,-18,1.707,,,1683.77,53.4,0,0,1,1,0,0,0,1,0,0,0,3190000,2017,0,0,0.0,0.0,1,1,1,0,-1.17,-1.16,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1997,party,2011,2013.0,2014.0,,0,0,0,-16,-17,10.812,,,1495.9,55.2,0,0,1,1,0,0,0,0,0,0,0,3194000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1998,party,2011,2013.0,2014.0,,0,0,0,-15,-16,5.33,,,1630.44,53.7,0,0,1,1,0,0,0,1,0,0,0,3194000,2017,0,0,0.0,0.0,1,1,1,0,-1.25,-1.58,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,1999,party,2011,2013.0,2014.0,,0,0,0,-14,-15,3.996,,,1841.81,51.8,0,0,1,1,0,0,0,0,0,0,0,3136000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2000,party,2011,2013.0,2014.0,,0,0,0,-13,-14,0.802,,,1991.91,50.8,0,0,1,1,1,0,0,1,1,0,0,3089000,2017,0,0,0.0,0.0,1,1,1,0,-1.56,-1.74,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2001,party,2011,2013.0,2014.0,,0,0,0,-12,-13,2.417,,,2188.92,49.7,0,0,1,1,1,0,0,0,0,0,0,3060000,2017,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2002,party,2011,2013.0,2014.0,,0,0,0,-11,-12,2.431,,,2297.11,49.1,0,0,1,1,1,0,0,1,1,0,0,3051000,2017,0,0,0.0,0.0,1,1,1,0,-1.06,-1.3,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2003,party,2011,2013.0,2014.0,,0,0,0,-10,-11,1.318,,,2428.69,48.5,0,0,1,1,1,0,0,1,1,0,0,3022000,2017,0,0,0.0,0.0,1,1,1,0,-0.96,-1.22,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2004,party,2011,2013.0,2014.0,,0,0,0,-9,-10,1.202,,,2567.3,47.8,0,0,1,1,1,0,0,1,1,0,0,2999000,2017,0,0,0.0,0.0,1,1,1,0,-0.69,-1.19,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2005,party,2011,2013.0,2014.0,,0,0,0,-8,-9,1.341,2.893,1.593,2712.87,47.2,0,0,1,1,1,1,1,1,1,1,1,2977000,2017,0,0,0.0,0.0,1,1,1,0,-1.19,-1.3,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2006,party,2011,2013.0,2014.0,,0,0,0,-7,-8,1.483,2.852,1.311,2894.36,46.7,0,0,1,1,1,1,1,1,1,1,1,2948000,2017,0,0,0.0,0.0,1,1,1,0,-0.99,-1.2,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2007,party,2011,2013.0,2014.0,,0,0,0,-6,-7,1.564,3.341,1.356,3105.88,46.1,0,0,1,1,1,1,1,1,1,1,1,2927000,2017,0,0,0.0,0.0,1,1,1,0,-0.73,-1.12,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2008,party,2011,2013.0,2014.0,,0,0,0,-5,-6,1.253,2.539,1.303,3345.98,45.5,0,0,1,1,1,1,1,1,1,1,1,2893000,2017,0,0,1.0,0.0,1,1,1,0,-0.63,-1.02,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2009,party,2011,2013.0,2014.0,,0,0,0,-4,-5,0.467,2.803,1.148,3459.25,46.0,0,0,1,1,1,1,1,1,1,1,1,2876000,2017,0,0,1.0,0.0,1,1,1,0,-0.43,-0.84,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2010,party,2011,2013.0,2014.0,,0,0,0,-3,-4,0.743,2.697,0.819,3579.82,46.8,0,0,1,1,1,1,1,1,1,1,1,2862000,2017,0,0,1.0,0.0,1,1,1,0,-0.47,-0.66,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2011,party,2011,2013.0,2014.0,,0,0,0,-2,-3,1.224,1.511,0.756,3677.89,52.6,0,0,1,1,1,1,1,1,1,1,1,2846000,2017,0,0,1.0,0.0,1,1,1,0,-0.34,-0.75,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2012,party,2011,2013.0,2014.0,,0,0,0,-1,-2,1.769,1.512,0.825,3771.85,48.9,0,0,1,1,1,1,1,1,1,1,1,2816000,2017,0,0,1.0,0.0,1,1,1,0,-0.46,-0.88,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2013,party,2011,2013.0,2014.0,,1,0,0,0,-1,1.362,2.992,1.341,3895.9,43.8,0,0,1,1,1,1,1,1,1,1,1,2774000,2017,0,0,1.0,0.0,1,1,1,0,-0.55,-0.88,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2014,party,2011,2013.0,2014.0,,1,1,1,1,0,0.818,3.341,1.412,4045.12,44.0,0,0,1,1,1,1,1,1,1,1,1,2728000,2017,0,0,1.0,0.0,1,1,1,0,-0.08,-0.53,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2015,party,2011,2013.0,2014.0,,1,1,1,2,1,1.093,5.14,2.449,4199.54,47.1,0,0,1,1,1,1,1,1,1,1,1,2880000,2017,0,0,1.0,0.0,1,1,1,0,0.06,-0.54,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2016,party,2011,2013.0,2014.0,,1,1,1,3,2,1.161,4.141,1.518,4431.56,49.9,0,0,1,1,1,1,1,1,1,1,1,2876000,2017,0,0,1.0,0.0,1,1,1,0,0.06,-0.54,retained_legacy_not_independently_reimported,2017,0,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2017,party,2011,2013.0,2014.0,,1,1,1,4,3,0.888,3.899,1.484,4648.23,49.7,0,0,1,1,1,1,1,1,1,1,1,2873000,2017,1,1,1.0,0.0,1,1,1,0,0.18,-0.7,retained_legacy_not_independently_reimported,2017,1,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2018,party,2011,2013.0,2014.0,,1,1,1,5,4,1.026,3.766,1.451,4893.82,51.4,0,0,1,1,1,1,1,1,1,1,1,2866000,2017,1,1,1.0,0.0,1,1,1,0,0.15,-0.7,retained_legacy_not_independently_reimported,2017,1,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2019,party,2011,2013.0,2014.0,,1,1,1,6,5,0.892,5.338,2.669,5072.44,52.9,0,0,1,1,1,1,1,1,1,1,1,2855000,2017,1,1,1.0,0.0,1,1,1,0,-0.1,-0.72,retained_legacy_not_independently_reimported,2017,1,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2020,party,2011,2013.0,2014.0,,1,1,1,7,6,0.62,5.049,2.263,4980.62,52.3,0,0,1,1,1,1,1,1,1,1,1,2837000,2017,1,1,1.0,0.0,1,1,1,0,-0.25,-0.63,retained_legacy_not_independently_reimported,2017,1,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2021,party,2011,2013.0,2014.0,,1,1,1,8,7,0.833,4.737,2.281,5511.76,52.5,0,0,1,1,1,1,1,1,1,1,1,2811000,2017,1,1,1.0,0.0,1,1,1,0,-0.05,-0.47,retained_legacy_not_independently_reimported,2017,1,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2022,party,2011,2013.0,2014.0,,1,1,1,9,8,0.56,5.977,2.016,5867.65,56.4,0,0,1,1,1,1,1,1,1,1,1,2777000,2017,1,1,1.0,0.0,1,1,1,0,0.09,-0.23,retained_legacy_not_independently_reimported,2017,1,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric.
Albania,ALB,2023,party,2011,2013.0,2014.0,,1,1,1,10,9,0.844,4.766,1.778,6198.17,58.0,0,0,1,1,1,1,1,1,1,1,1,2745000,2017,1,1,1.0,0.0,1,1,1,0,0.18,-0.11,retained_legacy_not_independently_reimported,2017,1,excluded_until_researcher_coding_rubric_is_documented,2845955,153,285,132,46,0.537605,0,GDP parsed from comma-formatted text to numeric. | UNODC outcome values preserved from source dataset; not silently imputed or replaced.
Andorra,AND,1990,party,2013,2014.0,2014.0,,0,0,0,-24,-24,,,,31143.16,,0,1,1,0,0,0,0,0,0,0,0,54000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1991,party,2013,2014.0,2014.0,,0,0,0,-23,-23,,,,29642.32,,0,1,1,0,0,0,0,0,0,0,0,57000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1992,party,2013,2014.0,2014.0,,0,0,0,-22,-22,,,,28161.96,,0,1,1,0,0,0,0,0,0,0,0,59000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1993,party,2013,2014.0,2014.0,,0,0,0,-21,-21,,,,26518.25,,0,1,1,0,0,0,0,0,0,0,0,61000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1994,party,2013,2014.0,2014.0,,0,0,0,-20,-20,,,,26587.15,,0,1,1,0,0,0,0,0,0,0,0,63000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1995,party,2013,2014.0,2014.0,,0,0,0,-19,-19,,,,27619.52,,0,1,1,0,0,0,0,0,0,0,0,64000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1996,party,2013,2014.0,2014.0,,0,0,0,-18,-18,,,,28871.23,,0,1,1,0,0,0,0,0,0,0,0,65000,,0,0,,,0,0,1,0,2.4,1.97,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1997,party,2013,2014.0,2014.0,,0,0,0,-17,-17,,,,31140.7,,0,1,1,0,0,0,0,0,0,0,0,66000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1998,party,2013,2014.0,2014.0,,0,0,0,-16,-16,,,,31800.38,,0,1,1,0,0,0,0,0,0,0,0,67000,,0,0,,,0,0,1,0,2.39,2,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,1999,party,2013,2014.0,2014.0,,0,0,0,-15,-15,,,,32938.66,,0,1,1,0,0,0,0,0,0,0,0,68000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2000,party,2013,2014.0,2014.0,,0,0,0,-14,-14,,,,34113.83,,0,1,1,0,0,0,0,0,0,0,0,67000,,0,0,,,0,0,1,0,2.35,2.19,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2001,party,2013,2014.0,2014.0,,0,0,0,-13,-13,,,,36790.12,,0,1,1,0,0,0,0,0,0,0,0,68000,,0,0,,,0,0,1,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2002,party,2013,2014.0,2014.0,,0,0,0,-12,-12,,,,38084.5,,0,1,1,0,0,0,0,0,0,0,0,69000,,0,0,,,0,0,1,0,2.33,2.08,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2003,party,2013,2014.0,2014.0,,0,0,0,-11,-11,,,,39620.34,,0,1,1,0,0,0,0,0,0,0,0,70000,,0,0,,,0,0,1,0,2.29,1.8,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2004,party,2013,2014.0,2014.0,,0,0,0,-10,-10,,,,40054.34,,0,1,1,0,0,0,0,0,0,0,0,73000,,0,0,,,0,0,1,0,2.56,2.03,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2005,party,2013,2014.0,2014.0,,0,0,0,-9,-9,,,,40528.19,,0,1,1,0,0,0,0,0,0,0,0,76000,,0,0,,,0,0,1,0,2.19,1.64,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2006,party,2013,2014.0,2014.0,,0,0,0,-8,-8,,,,41322.07,,0,1,1,0,0,0,0,0,0,0,0,79000,,0,0,,,0,0,1,0,2.62,1.45,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2007,party,2013,2014.0,2014.0,,0,0,0,-7,-7,0.0,12.213,2.443,40789.18,,0,1,1,0,1,1,1,0,0,0,0,81000,,0,0,,,0,0,1,0,2.55,1.99,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2008,party,2013,2014.0,2014.0,,0,0,0,-6,-6,2.511,17.965,2.395,37775.14,,0,1,1,0,1,1,1,0,0,0,0,82000,,0,0,,,0,0,1,0,2.6,2.02,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2009,party,2013,2014.0,2014.0,,0,0,0,-5,-5,0.0,7.152,0.0,35604.4,,0,1,1,0,1,1,1,0,0,0,0,82000,,0,0,,,0,0,1,0,2.61,2.07,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2010,party,2013,2014.0,2014.0,,0,0,0,-4,-4,0.0,12.391,1.239,36277.28,,0,1,1,0,1,1,1,0,0,0,0,82000,,0,0,,,0,0,1,0,2.57,2.04,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2011,party,2013,2014.0,2014.0,,0,0,0,-3,-3,0.0,21.856,2.571,37637.5,,0,1,1,0,1,1,1,0,0,0,0,80000,,0,0,,,0,0,1,0,2.55,2.38,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2012,party,2013,2014.0,2014.0,,0,0,0,-2,-2,0.0,23.427,6.508,36207,,0,1,1,0,1,1,1,0,0,0,0,78000,,0,0,,,0,0,1,0,2.59,2.38,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2013,party,2013,2014.0,2014.0,,0,0,0,-1,-1,0.0,23.938,3.99,35684.19,,0,1,1,0,1,1,1,0,0,0,0,76000,,0,0,,,0,0,1,0,2.61,2.38,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2014,party,2013,2014.0,2014.0,,1,1,1,0,0,0.0,21.699,8.137,37300.64,,0,1,1,0,1,1,1,0,0,0,0,74000,,0,0,,,0,0,1,0,2.91,2.79,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2015,party,2013,2014.0,2014.0,,1,1,1,1,1,0.0,15.241,1.386,38654.95,,0,1,1,0,1,1,1,0,0,0,0,72000,,0,0,,,0,0,1,0,2.97,2.59,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2016,party,2013,2014.0,2014.0,,1,1,1,2,2,,24.937,2.771,40085.04,,0,1,1,0,0,1,1,0,0,0,0,72000,,0,0,,,0,0,1,0,3.08,2.59,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2017,party,2013,2014.0,2014.0,,1,1,1,3,3,,27.114,4.067,39361.08,,0,1,1,0,0,1,1,0,0,0,0,73000,,0,0,,,0,0,1,0,3.21,2.63,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2018,party,2013,2014.0,2014.0,,1,1,1,4,4,,34.592,2.661,39242.16,,0,1,1,0,0,1,1,0,0,0,0,77000,,0,0,,,0,0,1,0,3.21,2.63,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2019,party,2013,2014.0,2014.0,,1,1,1,5,5,,49.69,0.0,39346.29,,0,1,1,0,0,1,1,0,0,0,0,77000,,0,0,,,0,0,1,0,3.16,2.59,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2020,party,2013,2014.0,2014.0,,1,1,1,6,6,,,,34536.67,,0,1,1,0,0,0,0,0,0,0,0,77000,,0,0,,,0,0,1,0,2.99,2.77,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2021,party,2013,2014.0,2014.0,,1,1,1,7,7,,,,36929.04,,0,1,1,0,0,0,0,0,0,0,0,79000,,0,0,,,0,0,1,0,2.99,2.81,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric.
Andorra,AND,2022,party,2013,2014.0,2014.0,,1,1,1,8,8,,,,39780.42,,0,1,1,0,0,0,0,0,0,0,0,79000,,0,0,,,0,0,1,0,,,excluded_legacy_flagged_for_manual_review,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric. | WGI legacy value excluded because source file flagged this country-year for manual review.
Andorra,AND,2023,party,2013,2014.0,2014.0,,1,1,1,9,9,,,,40227.25,,0,1,1,0,0,0,0,0,0,0,0,80000,,0,0,,,0,0,1,0,,,excluded_legacy_flagged_for_manual_review,,0,excluded_until_researcher_coding_rubric_is_documented,,,,,,,,GDP parsed from comma-formatted text to numeric. | WGI legacy value excluded because source file flagged this country-year for manual review. | UNODC outcome values preserved from source dataset; not silently imputed or replaced.
Armenia,ARM,1990,signed_not_ratified,2018,,,,0,0,0,,,1.23,,,1644.02,57.6,0,0,1,1,0,0,0,0,0,0,0,3545000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,2959694,31,296,265,90,0.104741,0,GDP parsed from comma-formatted text to numeric.
Armenia,ARM,1991,signed_not_ratified,2018,,,,0,0,0,,,1.579,,,1426.83,57.5,0,0,1,1,0,0,0,0,0,0,0,3577000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,2959694,31,296,265,90,0.104741,0,GDP parsed from comma-formatted text to numeric.
Armenia,ARM,1992,signed_not_ratified,2018,,,,0,0,0,,,,,,840.21,57.3,0,0,1,1,0,0,0,0,0,0,0,3549000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,2959694,31,296,265,90,0.104741,0,
Armenia,ARM,1993,signed_not_ratified,2018,,,,0,0,0,,,2.992,,,792.57,56.8,0,0,1,1,0,0,0,0,0,0,0,3377000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,2959694,31,296,265,90,0.104741,0,
Armenia,ARM,1994,signed_not_ratified,2018,,,,0,0,0,,,1.396,,,857.39,56.3,0,0,1,1,0,0,0,0,0,0,0,3201000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,2959694,31,296,265,90,0.104741,0,
Armenia,ARM,1995,signed_not_ratified,2018,,,,0,0,0,,,1.104,,,932.36,55.7,0,0,1,1,0,0,0,0,0,0,0,3044000,,0,0,0.0,0.0,1,1,0,0,,,retained_legacy_not_independently_reimported,,0,excluded_until_researcher_coding_rubric_is_documented,2959694,31,296,265,90,0.104741,0,
