country,iso3,year,convention_status_current,convention_signed_year,convention_ratified_year,convention_entry_into_force_year,convention_denounced_effective_year,treatment_main_ratification,post_entry_into_force,active_party_annual_approx,event_time_main_ratification_years,years_since_entry_into_force,outcome_primary_female_intentional_homicide_rate_per_100k,outcome_secondary_sexual_violence_rate_per_100k,outcome_secondary_rape_rate_per_100k,gdp_per_capita_constant_2015_usd,female_labor_force_participation_pct,turkey_post_denunciation_2021_onward,microstate_country,sample_exclude_turkey,sample_exclude_microstates,sample_primary_female_homicide_2000_2023,sample_secondary_sexual_violence_2005_2023,sample_secondary_rape_2005_2023,sample_core_controls_available,sample_primary_full_controls,sample_secondary_sv_full_controls,sample_secondary_rape_full_controls,population_total,grevio_report_year,grevio_report_available,sample_primary_grevio_available,wbl_dv_legislation,wbl_femicide_law,sample_wbl_dv_legislation,sample_wbl_femicide_law,ratified_by_2023,ratification_after_analysis_window,government_effectiveness_wgi,rule_of_law_wgi,wgi_value_status,grevio_baseline_report_year_verified,grevio_report_available_verified,grevio_score_status,wave_shelter_reference_population_2020,wave_shelter_existing_beds_2020,wave_shelter_beds_needed_ic_standard_2020,wave_shelter_beds_missing_2020,wave_shelter_pct_beds_missing_2020,wave_shelter_beds_per_10k_total_population_2020,wave_shelter_meets_ic_minimum_standard_2020,data_quality_note,male_intentional_homicide_rate_per_100k,total_intentional_homicide_rate_per_100k,female_ipf_homicide_rate_per_100k,male_ipf_homicide_rate_per_100k,female_ip_homicide_rate_per_100k,female_share_of_homicide_victims,log_female_male_homicide_ratio,unodc_subregion,post_socialist,convention_denunciation_year,treat_year_first_full_ratification,treat_year_first_full_eif,ever_ratified_verified,treatment_first_full_year_ratification,treatment_first_full_year_eif,treatment_ratification_nonabsorbing
Bosnia and Herzegovina,BIH,2016,party,2013,2013.0,2014.0,,1,1,1,3.0,2.0,0.823,4.117,0.777,4876.53,38.6,0,0,1,1,1,1,1,1,1,1,1,3807000,2022.0,0,0,1.0,0.0,1,1,1,0,-0.76,-0.32,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,3492018.0,189.0,349.0,160.0,46.0,0.541234,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2022 from official CoE page.,1.817466947849,1.29570864177198,0.384118563133178,0.545240084354699,0.109748160895194,0.3116872948061097,-0.7922428230626329,Southern Europe,1,,2014.0,2015.0,True,1,1,1
Bosnia and Herzegovina,BIH,2017,party,2013,2013.0,2014.0,,1,1,1,4.0,3.0,0.556,4.608,0.729,5099.82,38.6,0,0,1,1,1,1,1,1,1,1,1,3804000,2022.0,0,0,1.0,0.0,1,1,1,0,-0.87,-0.34,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,3492018.0,189.0,349.0,160.0,46.0,0.541234,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2022 from official CoE page.,1.96301616206416,1.22496031638975,0.556007156924124,0.306721275322525,0.22240286276965,0.2207210927715511,-1.261469133341022,Southern Europe,1,,2014.0,2015.0,True,1,1,1
Bosnia and Herzegovina,BIH,2018,party,2013,2013.0,2014.0,,1,1,1,5.0,4.0,0.45,2.569,1.004,5360.25,38.4,0,0,1,1,1,1,1,1,1,1,1,3323000,2022.0,0,0,1.0,0.0,1,1,1,0,-1.13,-0.38,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,3492018.0,189.0,349.0,160.0,46.0,0.541234,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2022 from official CoE page.,1.92499415515888,1.15146147032772,0.33772269645681,0.186289756950859,0.11257423215227,0.1894741505037078,-1.4534306276718083,Southern Europe,1,,2014.0,2015.0,True,1,1,1
Bosnia and Herzegovina,BIH,2019,party,2013,2013.0,2014.0,,1,1,1,6.0,5.0,0.57,5.56,0.777,5583.3,38.2,0,0,1,1,1,1,1,1,1,1,1,3301000,2022.0,0,0,1.0,0.0,1,1,1,0,-1.19,-0.38,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,3492018.0,189.0,349.0,160.0,46.0,0.541234,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2022 from official CoE page.,2.01196237378866,1.25540534198886,0.341871381148984,0.440116769266269,0.170935690574492,0.22076231853201123,-1.2612294693159019,Southern Europe,1,,2014.0,2015.0,True,1,1,1
Bosnia and Herzegovina,BIH,2020,party,2013,2013.0,2014.0,,1,1,1,7.0,6.0,0.289,5.88,0.546,5490.75,37.1,0,0,1,1,1,1,1,1,1,1,1,3281000,2022.0,0,0,1.0,0.0,1,1,1,0,-1.82,-0.53,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,3492018.0,189.0,349.0,160.0,46.0,0.541234,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2022 from official CoE page.,2.42239182506506,1.3032872085846,0.288908457621752,0.382482919747115,0.115563383048701,0.10658732438756445,-2.126084000399549,Southern Europe,1,,2014.0,2015.0,True,1,1,1
Bosnia and Herzegovina,BIH,2021,party,2013,2013.0,2014.0,,1,1,1,8.0,7.0,0.411,5.979,0.616,5995.54,37.4,0,0,1,1,1,1,1,1,1,1,1,3271000,2022.0,0,0,1.0,0.0,1,1,1,0,-1.82,-0.51,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,3492018.0,189.0,349.0,160.0,46.0,0.541234,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2022 from official CoE page.,1.61985449171072,0.986160622452258,0.293848171000829,0.259176718673715,0.235078536800663,0.20237786689177722,-1.3714983897644892,Southern Europe,1,,2014.0,2015.0,True,1,1,1
Bosnia and Herzegovina,BIH,2022,party,2013,2013.0,2014.0,,1,1,1,9.0,8.0,0.714,4.618,0.749,6327.16,38.5,0,0,1,1,1,1,1,1,1,1,1,3215000,2022.0,1,1,1.0,0.0,1,1,1,0,-1.49,-0.43,retained_legacy_not_independently_reimported,2022.0,1,excluded_until_researcher_coding_rubric_is_documented,3492018.0,189.0,349.0,160.0,46.0,0.541234,0.0,GDP parsed from comma-formatted text to numeric. | GREVIO baseline publication year corrected to 2022 from official CoE page.,1.44340475562501,1.09211115070447,0.476012538170255,0.393655842443186,0.119003134542564,0.3309531964914719,-0.7038770530312861,Southern Europe,1,,2014.0,2015.0,True,1,1,1
Bosnia and Herzegovina,BIH,2023,party,2013,2013.0,2014.0,,1,1,1,10.0,9.0,0.778,6.185,1.13,6493.32,39.5,0,0,1,1,1,1,1,0,0,0,0,3210000,2022.0,1,1,1.0,0.0,1,1,1,0,,,excluded_legacy_flagged_for_manual_review,2022.0,1,excluded_until_researcher_coding_rubric_is_documented,3492018.0,189.0,349.0,160.0,46.0,0.541234,0.0,GDP parsed from comma-formatted text to numeric. | WGI legacy value excluded because source file flagged this country-year for manual review. | GREVIO baseline publication year corrected to 2022 from official CoE page. | UNODC outcome values preserved from source dataset; not silently imputed or replaced.,1.716548918013,1.22446173133237,0.658522538831877,0.330105561156347,0.359194112090115,0.31188003345298426,-0.7913445870100416,Southern Europe,1,,2014.0,2015.0,True,1,1,1
Switzerland,CHE,1990,party,2013,2017.0,2018.0,,0,0,0,-27.0,-28.0,1.488,,,70063.85,51.6,0,0,1,1,0,0,0,0,0,0,0,6712000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.7963384961288,1.63856942164309,,,,0.45305926954663256,-0.18831748794251918,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1991,party,2013,2017.0,2018.0,,0,0,0,-26.0,-27.0,1.243,,,68559.94,51.8,0,0,1,1,0,0,0,0,0,0,0,6800000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.65039829299071,1.44182476164834,,,,0.42959864979915885,-0.2834888359454506,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1992,party,2013,2017.0,2018.0,,0,0,0,-25.0,-26.0,1.204,,,67778.55,52.2,0,0,1,1,0,0,0,0,0,0,0,6875000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.5082270423717,1.35271733640357,,,,0.44391563876863543,-0.22528546996824927,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1993,party,2013,2017.0,2018.0,,0,0,0,-24.0,-25.0,1.226,,,67079.46,52.8,0,0,1,1,0,0,0,0,0,0,0,6938000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.81429130338524,1.51338131761031,,,,0.40325083278529894,-0.3919380874965054,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1994,party,2013,2017.0,2018.0,,0,0,0,-23.0,-24.0,1.142,,,67391.84,52.0,0,0,1,1,0,0,0,0,0,0,0,6983000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.14596713751768,1.14390504158274,,,,0.49913304316031737,-0.003467830834027741,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1995,party,2013,2017.0,2018.0,,0,0,0,-22.0,-23.0,1.105,,,67264.91,52.0,0,0,1,1,0,0,0,0,0,0,0,7019000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.22738169676239,1.16469372993522,,,,0.4737646507575776,-0.10503786368924245,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1996,party,2013,2017.0,2018.0,,0,0,0,-21.0,-22.0,0.864,,,67284.11,56.9,0,0,1,1,0,0,0,1,0,0,0,7060000,2022.0,0,0,0.0,0.0,1,1,1,0,2.99,3.28,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.49824852152975,1.17366186815719,,,,0.36575321864969945,-0.5504792837356545,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1997,party,2013,2017.0,2018.0,,0,0,0,-20.0,-21.0,1.079,,,68640.07,56.9,0,0,1,1,0,0,0,0,0,0,0,7088000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.38228440046556,1.22722535983623,,,,0.4383889971414533,-0.24770280694670438,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1998,party,2013,2017.0,2018.0,,0,0,0,-19.0,-20.0,0.814,,,70510.03,58.0,0,0,1,1,0,0,0,1,0,0,0,7118000,2022.0,0,0,0.0,0.0,1,1,1,0,3.24,3.28,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.33555272321726,1.06887327115022,,,,0.3786834308402899,-0.49514014402900053,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,1999,party,2013,2017.0,2018.0,,0,0,0,-18.0,-19.0,1.029,,,71341.34,58.1,0,0,1,1,0,0,0,0,0,0,0,7144000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.47269242118357,1.24577957176257,,,,0.41132154827937323,-0.35850484767960344,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2000,party,2013,2017.0,2018.0,,0,0,0,-17.0,-18.0,1.054,,,73749.94,57.6,0,0,1,1,1,0,0,1,1,0,0,7186000,2022.0,0,0,0.0,0.0,1,1,1,0,3.33,3.31,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.862145421141919,0.960466836994092,,,,0.5500626353149507,0.2009237706454125,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2001,party,2013,2017.0,2018.0,,0,0,0,-16.0,-17.0,0.993,,,74439.46,58.8,0,0,1,1,1,0,0,0,0,0,0,7229000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.3960288532846,1.19008237930126,,,,0.4156500657724396,-0.34065628760553085,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2002,party,2013,2017.0,2018.0,,0,0,0,-15.0,-16.0,1.325,,,73824.38,59.4,0,0,1,1,1,0,0,1,1,0,0,7285000,2022.0,0,0,0.0,0.0,1,1,1,0,3.29,3.26,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.03135156993014,1.18152122781488,,,,0.5623099782343952,0.25054231356798645,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2003,party,2013,2017.0,2018.0,,0,0,0,-14.0,-15.0,1.052,,7.459,73254.95,59.5,0,0,1,1,1,0,0,1,1,0,0,7339000,2022.0,0,0,0.0,0.0,1,1,1,0,2.98,3.23,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.936251661546976,,,,,0.5291080703443157,0.11656408378478227,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2004,party,2013,2017.0,2018.0,,0,0,0,-13.0,-14.0,1.019,,7.76,74718.68,59.1,0,0,1,1,1,0,0,1,1,0,0,7389000,2022.0,0,0,0.0,0.0,1,1,1,0,3.67,3.21,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.09539657606291,,,,,0.481934189421276,-0.07229471338064727,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2005,party,2013,2017.0,2018.0,,0,0,0,-12.0,-13.0,0.989,,8.692,76282.98,59.4,0,0,1,1,1,0,1,1,1,0,1,7438000,2022.0,0,0,0.0,0.0,1,1,1,0,3.14,3.23,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,1.03049438998854,,,,,0.4897265399215158,-0.04109962472261919,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2006,party,2013,2017.0,2018.0,,0,0,0,-11.0,-12.0,0.988,,8.544,78893.81,59.8,0,0,1,1,1,0,1,1,1,0,1,7484000,2022.0,0,0,0.0,0.0,1,1,1,0,3.53,3.07,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.609262940540182,,,,,0.6185581440121976,0.4834327653529261,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2007,party,2013,2017.0,2018.0,,0,0,0,-10.0,-11.0,0.678,,8.588,81254.17,60.0,0,0,1,1,1,0,1,1,1,0,1,7551000,2022.0,0,0,0.0,0.0,1,1,1,0,3.46,3.11,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.673586598292223,,,,,0.5016326744114485,0.006530720857137018,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2008,party,2013,2017.0,2018.0,,0,0,0,-9.0,-10.0,0.646,,8.009,82481.07,61.3,0,0,1,1,1,0,1,1,1,0,1,7647000,2022.0,0,0,1.0,0.0,1,1,1,0,3.45,3.07,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.769162396858041,,,,,0.45648471259147094,-0.17450262269707306,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2009,party,2013,2017.0,2018.0,,0,0,0,-8.0,-9.0,0.687,85.918,8.607,79585.52,61.6,0,0,1,1,1,1,1,1,1,1,1,7701000,2022.0,0,0,1.0,0.0,1,1,1,0,3.31,2.96,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.630423778744369,0.659115273445603,0.407054043038842,0.236408917029138,0.279849654589204,0.5214722939453672,0.08594203430064701,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2010,party,2013,2017.0,2018.0,,0,0,0,-7.0,-8.0,0.655,31.844,6.939,81315.42,60.0,0,0,1,1,1,1,1,1,1,1,1,7786000,2022.0,0,0,1.0,0.0,1,1,1,0,3.18,2.97,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.674689240730678,0.664472756521145,0.478333084726006,0.181647103273644,0.377631382678426,0.4925962998994191,-0.029616965125279726,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2011,party,2013,2017.0,2018.0,,0,0,0,-6.0,-7.0,0.573,35.581,6.975,81874.34,60.6,0,0,1,1,1,1,1,1,1,1,1,7912000,2022.0,0,0,1.0,0.0,1,1,1,0,3.16,2.93,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.589621583431326,0.581221136763671,0.523225676328361,0.15381432611252,0.398648134345418,0.4928516794853104,-0.028595230395604965,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2012,party,2013,2017.0,2018.0,,0,0,0,-5.0,-6.0,0.419,32.267,7.113,81964.89,60.9,0,0,1,1,1,1,1,1,1,1,1,7997000,2022.0,0,0,1.0,0.0,1,1,1,0,3.2,3.08,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.709509646480484,0.562575490598645,0.3454624372523,0.202717041851567,0.246758883751643,0.3712861483344405,-0.5267031727525291,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2013,party,2013,2017.0,2018.0,,0,0,0,-4.0,-5.0,0.781,33.32,7.057,82479.92,61.2,0,0,1,1,1,1,1,1,1,1,1,8090000,2022.0,0,0,1.0,0.0,1,1,1,0,3.09,3.05,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.625591340214338,0.704468878665988,0.439562264361049,0.125118268042868,0.341881761169704,0.5552430031888226,0.22187780307277663,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2014,party,2013,2017.0,2018.0,,0,0,0,-3.0,-4.0,0.58,33.54,6.789,83394.37,62.0,0,0,1,1,1,1,1,1,1,1,1,8189000,2022.0,0,0,1.0,0.0,1,1,1,0,3.58,3.38,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.419880242745118,0.500596106180341,0.410483061295745,0.148193026851218,0.313898811579099,0.5800694675270719,0.32305856924328846,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2015,party,2013,2017.0,2018.0,,0,0,0,-2.0,-3.0,0.717,32.714,6.422,83806.45,62.4,0,0,1,1,1,1,1,1,1,1,1,8282000,2022.0,0,0,1.0,0.0,1,1,1,0,3.35,3.25,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.658788290696921,0.688078876533782,0.525624115921143,0.341593928509515,0.358380079037143,0.5211557656423981,0.08467361613817959,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2016,party,2013,2017.0,2018.0,,0,0,0,-1.0,-2.0,0.591,32.741,7.021,84611.1,62.9,0,0,1,1,1,1,1,1,1,1,1,8372000,2022.0,0,0,1.0,0.0,1,1,1,0,3.36,3.25,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.482132007020324,0.537319784436855,0.42586822998162,0.0241066003510162,0.33123084554126,0.5507244179967945,0.20359806736584563,Western Europe,0,,2018.0,2019.0,True,0,0,0
Switzerland,CHE,2017,party,2013,2017.0,2018.0,,1,0,0,0.0,-1.0,0.469,44.419,7.322,84967.59,62.7,0,0,1,1,1,1,1,1,1,1,1,8477000,2022.0,0,0,1.0,0.0,1,1,1,0,3.44,3.22,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.59653790873137,0.532315829369355,0.398800829364972,0.0954460653970192,0.258047595471452,0.4401532748453704,-0.24054002301094446,Western Europe,0,,2018.0,2019.0,True,0,0,1
Switzerland,CHE,2018,party,2013,2017.0,2018.0,,1,1,1,1.0,0.0,0.652,33.383,7.351,86756.6,63.0,0,0,1,1,1,1,1,1,1,1,1,8545000,2022.0,0,0,1.0,0.0,1,1,1,0,3.41,3.22,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.520976712932951,0.587106357663197,0.558983600119902,0.0710422790363115,0.372655733413268,0.555850762262549,0.2243392180379578,Western Europe,0,,2018.0,2019.0,True,1,0,1
Switzerland,CHE,2019,party,2013,2017.0,2018.0,,1,1,1,2.0,1.0,0.601,31.874,7.916,87123.66,63.1,0,0,1,1,1,1,1,1,1,1,1,8599000,2022.0,0,0,1.0,0.0,1,1,1,0,3.27,3.18,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.470120437804359,0.53628529631628,0.439479609880889,0.235060218902179,0.323827080964866,0.5610946993336832,0.24560602201012027,Western Europe,0,,2018.0,2019.0,True,1,1,1
Switzerland,CHE,2020,party,2013,2017.0,2018.0,,1,1,1,3.0,2.0,0.62,33.667,8.252,84637.01,62.6,0,0,1,1,1,1,1,1,1,1,1,8667000,2022.0,0,0,1.0,0.0,1,1,1,0,3.36,3.03,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.466515935367949,0.543944872228796,0.482372445507706,0.163280577378782,0.252671280980227,0.5706312993835997,0.28442729891833307,Western Europe,0,,2018.0,2019.0,True,1,1,1
Switzerland,CHE,2021,party,2013,2017.0,2018.0,,1,1,1,4.0,3.0,0.57,35.029,8.694,88661.2,62.6,0,0,1,1,1,1,1,1,1,1,1,8738000,2022.0,0,0,1.0,0.0,1,1,1,0,3.4,3.02,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.393353847122102,0.482369204585241,0.456077980213057,0.0694153847862533,0.342058485159793,0.591682902085047,0.37092677969669263,Western Europe,0,,2018.0,2019.0,True,1,1,1
Switzerland,CHE,2022,party,2013,2017.0,2018.0,,1,1,1,5.0,4.0,0.452,35.793,9.861,90605.02,61.9,0,0,1,1,1,1,1,1,1,1,1,8815000,2022.0,1,1,1.0,0.0,1,1,1,0,2.87,2.45,retained_legacy_not_independently_reimported,2022.0,1,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric.,0.503983300742413,0.477697117734824,0.406599746372114,0.160358322963495,0.338833121976761,0.47281160627908303,-0.10886095424261943,Western Europe,0,,2018.0,2019.0,True,1,1,1
Switzerland,CHE,2023,party,2013,2017.0,2018.0,,1,1,1,6.0,5.0,0.627,33.684,9.458,90077.45,62.4,0,0,1,1,1,1,1,0,0,0,0,8962000,2022.0,1,1,1.0,0.0,1,1,1,0,,,excluded_legacy_flagged_for_manual_review,2022.0,1,excluded_until_researcher_coding_rubric_is_documented,8606033.0,400.0,861.0,461.0,54.0,0.46479,0.0,GDP parsed from comma-formatted text to numeric. | WGI legacy value excluded because source file flagged this country-year for manual review. | UNODC outcome values preserved from source dataset; not silently imputed or replaced.,0.567508353439208,0.597481940544685,0.447894275452068,0.113501670687842,0.313525992816448,0.5249021475611721,0.09969107166903074,Western Europe,0,,2018.0,2019.0,True,1,1,1
Cyprus,CYP,1990,party,2015,2017.0,2018.0,,0,0,0,-27.0,-28.0,,,,17144.47,42.7,0,0,1,1,0,0,0,0,0,0,0,684000,2022.0,0,0,0.0,0.0,1,1,1,0,,,retained_legacy_not_independently_reimported,2022.0,0,excluded_until_researcher_coding_rubric_is_documented,888005.0,47.0,89.0,42.0,47.0,0.529276,0.0,GDP parsed from comma-formatted text to numeric.,,0.634235660407395,,,,,,Western Asia,0,,2018.0,2019.0,True,0,0,0
